:ID,:LABEL,label,codeSystem,hasCode
RF:nhi-m-hiv,RiskFactor,nhiễm HIV,,
D:t-n-th-ng-c-t-nh-d-ng-lympho,Disease,tổn thương ác tính dòng lympho,,
D:b-nh-amyloidosis-globulin-mi-n-d-ch-chu-i-nh,Disease,Bệnh amyloidosis globulin miễn dịch chuỗi nhẹ,,
IF:d-y-k,ImagingFinding,dày kẽ,,
IF:k-n,ImagingFinding,kén,,
D:u-h-t-lympho-ph-i,Disease,U hạt lympho phổi,,
D:vi-m-ph-qu-n-d-ng-nang,Disease,Viêm phế quản dạng nang,,
D:vi-m-ph-qu-n-th-nang,Disease,Viêm phế quản thể nang,,
D:b-nh-li-n-quan-n-igg4,Disease,Bệnh liên quan đến IgG4,,
IF:k-nh-m-lan-t-a,ImagingFinding,kính mờ lan tỏa,,
IF:k-nh-m-tr-n,ImagingFinding,Kính mờ tròn,,
IF:n-t-c,ImagingFinding,Nốt đặc,,
IF:t-n-th-ng-h-nh-k-nh-m,ImagingFinding,tổn thương hình kính mờ,,
PTH:cytomegalovirus,Pathogen,cytomegalovirus,,
IF:t-n-th-ng-h-nh-k-nh-m-lan-t-a,ImagingFinding,tổn thương hình kính mờ lan tỏa,,
D:b-nh-ph-i-k-u-h-t-v-lympho-b-o-glild,Disease,bệnh phổi kẽ u hạt và lympho bào (GLILD),,
IM:c-t-l-p-vi-t-nh-l-ng-ng-c,ImagingModality,cắt lớp vi tính lồng ngực,,
DR:glucocorticoid-ng-u-ng,Drug,glucocorticoid đường uống,,
D:vi-m-ph-i-pjp,Disease,Viêm phổi PJP,,
D:b-nh-ph-i-k-u-h-t-lympho-b-o-glild,Disease,Bệnh phổi kẽ u hạt lympho bào (GLILD),,
DR:thu-c-kh-ng-tnf,Drug,thuốc kháng TNF-α,,
DR:thu-c-kh-ng-virus-arv,Drug,thuốc kháng virus (ARV),,
D:vi-m-ph-i-k-lympho-lip,Disease,viêm phổi kẽ lympho (LIP),,
D:ung-th-h-ch,Disease,ung thư hạch,,
D:vi-m-ph-i-t-ng-c-m-hp-x-h-a,Disease,Viêm phổi tăng cảm (HP) xơ hóa,,
CS:m-ng-tay-khum,ClinicalSign,móng tay khum,,
CS:t-n-th-ng-da,ClinicalSign,tổn thương da,,
CS:t-n-th-ng-c,ClinicalSign,tổn thương cơ,,
CS:t-n-th-ng-kh-p,ClinicalSign,tổn thương khớp,,
CS:t-n-th-ng-h-ch,ClinicalSign,tổn thương hạch,,
AS:c-c-c-quan-ngo-i-ph-i,AnatomicalSite,các cơ quan ngoài phổi,,
RF:ti-n-s-ph-i-nhi-m-d-nguy-n-ng-h-t,RiskFactor,tiền sử phơi nhiễm dị nguyên đường hít,,
D:uip-x-ph-i-ti-n-tri-n,Disease,UIP (xơ phổi tiến triển),,
IF:t-n-th-ng-c-tr-ng,ImagingFinding,tổn thương đặc trưng,,
M:carbon-monoxide-diffusion-capacity,Measurement,Carbon monoxide diffusion capacity,,
PR:si-u-m-n-i-ph-qu-n,Procedure,Siêu âm nội phế quản,,
PR:ch-c-h-t-kim-xuy-n-ph-qu-n,Procedure,Chọc hút kim xuyên phế quản,,
PR:sinh-thi-t-l-nh-xuy-n-ph-qu-n,Procedure,Sinh thiết lạnh xuyên phế quản,,
PR:sinh-thi-t-ph-i-qua-n-i-soi,Procedure,Sinh thiết phổi qua nội soi,,
D:b-nh-ph-i-n-n,Disease,Bệnh phổi nền,,
D:b-nh-ph-i-k-x-h-a-ti-n-tri-n,Disease,Bệnh phổi kẽ xơ hóa tiến triển,,
IF:honeycombing,ImagingFinding,Honeycombing,,
IF:nsip-x-h-a,ImagingFinding,NSIP xơ hóa,,
M:t-n-th-ng-20-th-t-ch-ph-i,Measurement,tổn thương >20% thể tích phổi,,
M:x-h-a-v-t-qu-10-th-t-ch-ph-i,Measurement,Xơ hóa vượt quá 10% thể tích phổi,,
M:fvc-suy-gi-m-10-gi-tr-d-o-n,Measurement,FVC suy giảm ≥10% giá trị dự đoán,,
D:ild-kh-ng-ph-n-lo-i-c,Disease,ILD không phân loại được,,
AS:th-t-ch-ph-i,AnatomicalSite,thể tích phổi,,
LT:x-t-nghi-m-6mwd,LabTest,xét nghiệm 6MWD,,
D:ipf-ild-kh-c,Disease,IPF ILD khác,,
M:o-th-t-ch-ph-i,Measurement,Đo thể tích phổi,,
CS:tri-u-ch-ng-x-u-i,ClinicalSign,triệu chứng xấu đi,,
D:pf,Disease,PF-,,
TR:i-u-tr-ch-ng-x,Treatment,điều trị chống xơ,,
TR:i-u-tr-kh-ng-d-ng-thu-c,Treatment,Điều trị không dùng thuốc,,
D:ph-i-k-n-n,Disease,phổi kẽ nền,,
TR:i-u-tr-b-nh-ph-i,Treatment,Điều trị bệnh phổi,,
CS:m-n-c-m-v-i-nh-n-ng,ClinicalSign,mẫn cảm với ánh nắng,,
CS:ban-tr-n-da,ClinicalSign,ban đỏ trên da,,
CS:tr-o-ng-c-d-d-y-th-c-qu-n,ClinicalSign,trào ngược dạ dày thực quản,,
IF:t-n-th-ng-nsip-x-h-a,ImagingFinding,tổn thương NSIP xơ hóa,,
AS:v-ng-y-ph-i,AnatomicalSite,Vùng đáy phổi,,
AS:b-ch-m-ch,AnatomicalSite,Bạch mạch,,
IF:d-y-t-ch-c-k-h-nh-l-i,ImagingFinding,Dày tổ chức kẽ hình lưới,,
IF:h-nh-k-nh-m-m-c-nh,ImagingFinding,Hình kính mờ mức độ nhẹ,,
IF:t-n-th-ng-h-nh-l-i,ImagingFinding,Tổn thương hình lưới,,
IF:h-nh-o-l-n-c-u-tr-c,ImagingFinding,Hình đảo lộn cấu trúc,,
IF:h-nh-nang,ImagingFinding,Hình nang,,
IF:h-nh-kh-m-r,ImagingFinding,Hình khảm rõ,,
IF:n-t-m-nh-lan-to,ImagingFinding,Nốt mờ nhỏ lan toả,,
IF:n-t-m-trung-t-m-ti-u-thu,ImagingFinding,Nốt mờ trung tâm tiểu thuỳ,,
IF:h-nh-ng-c,ImagingFinding,Hình đông đặc,,
IF:h-nh-m-ng-m-ng-ph-i,ImagingFinding,Hình mảng màng phổi,,
IF:n-m-n,ImagingFinding,ăn mòn,,
IF:d-y-t-ch-c-k-h-nh-l-i,ImagingFinding,dày tổ chức kẽ hình lưới,,
G:khuy-n-c-o-th-c-h-nh-l-m-s-ng-ats-ers-jrs-alat-n-m-2018,Guideline,khuyến cáo thực hành lâm sàng ATS / ERS / JRS / ALAT năm 2018,,
IF:uip-i-n-h-nh,ImagingFinding,UIP điển hình,,
IF:c-th-uip,ImagingFinding,có thể UIP,,
IF:c-i-m-kh-ng-r-uip,ImagingFinding,đặc điểm không rõ UIP,,
IF:kh-ng-r-uip,ImagingFinding,không rõ UIP,,
AS:d-i-m-ng-ph-i,AnatomicalSite,dưới màng phổi,,
IF:gi-n-ph-qu-n-co,ImagingFinding,giãn phế quản co,,
D:t-n-th-ng-ph-i-k-v-c-n,Disease,Tổn thương phổi kẽ vô căn,,
D:ph-i-ami-ng,Disease,Phổi amiăng,,
IF:d-y-v-ch-ng-n-ph-nang,ImagingFinding,Dày vách ngăn phế nang,,
IF:kh-ng-t-n-th-ng-d-i-m-ng-ph-i,ImagingFinding,Không tổn thương dưới màng phổi,,
IF:subpleural-sparing,ImagingFinding,Subpleural sparing,,
D:b-nh-b-i,Disease,Bệnh bụi,,
IF:t-ch-c-h-a-op,ImagingFinding,tổ chức hóa (OP),,
IF:h-a,ImagingFinding,hóa,,
D:vi-m-ph-i-t-ch-c-h-a-kh-ng-r-nguy-n-nh-n-cop,Disease,Viêm phổi tổ chức hóa không rõ nguyên nhân (COP),,
AS:t-i-ph-nang,AnatomicalSite,túi phế nang,,
D:vi-m-m-ch,Disease,Viêm mạch,,
D:vi-m-ph-i-k-tr-c,Disease,Viêm phổi kẽ tróc,,
IF:nang-ph-i,ImagingFinding,nang phổi,,
AS:v-ng-tr-n-ph-i,AnatomicalSite,vùng trên phổi,,
IF:th-ng,ImagingFinding,thương,,
D:vi-m-ph-i-k-c-p,Disease,Viêm phổi kẽ cấp,,
IF:vi-m-nhi-m,ImagingFinding,viêm nhiễm,,
AS:v-ng-ch-a-kh,AnatomicalSite,vùng chứa khí,,
IF:t-ch-c,ImagingFinding,tổ chức,,
IF:bi-n-i-c-u-tr-c,ImagingFinding,biến đổi cấu trúc,,
IF:co-k-o,ImagingFinding,co kéo,,
D:vi-m-ph-i-b-ch-c-u-i-toan,Disease,viêm phổi bạch cầu ái toan,,
D:lympho-lip,Disease,Lympho (LIP),,
D:lymphoid-interstitial-pneumonia-lip,Disease,Lymphoid interstitial pneumonia (LIP),,
IF:x-m-nh-p-ph-nang,ImagingFinding,Xâm nhập phế nang,,
PTH:lympho,Pathogen,lympho,,
IF:nang-kh,ImagingFinding,Nang khí,,
SV:t-vong,Severity,tử vong,,
IF:t-n-th-ng-vi-m-x,ImagingFinding,tổn thương viêm xơ,,
IF:gi-n-ph-qu-n-h-nh-ng,ImagingFinding,giãn phế quản hình ống,,
CS:t-nh-tr-ng-dinh-d-ng,ClinicalSign,Tình trạng dinh dưỡng,,
LT:nghi-m-ph-p-i-b-6-ph-t,LabTest,Nghiệm pháp đi bộ 6 phút,,
CS:cho-ng-v-ng,ClinicalSign,Choáng váng,,
CS:nh-p-tim-b-t-th-ng,ClinicalSign,Nhịp tim bất thường,,
CS:tr-ng-ng-c,ClinicalSign,Trống ngực,,
SV:thang-i-m-borg,Severity,Thang điểm Borg,,
SV:m-c-3-thang-i-m-borg,Severity,Mức 3 thang điểm Borg,,
SV:borg-2,Severity,Borg 2,,
SV:borg-3,Severity,Borg 3,,
PR:i-b,Procedure,Đi bộ,,
D:b-nh-l-h-h-p,Disease,Bệnh lý hô hấp,,
PR:can-thi-p-tim-m-ch,Procedure,Can thiệp tim mạch,,
PR:ph-c-h-i-ch-c-n-ng-tim-m-ch,Procedure,Phục hồi chức năng tim mạch,,
RF:nb-cao-tu-i,RiskFactor,NB cao tuổi,,
D:h-i-ch-ng-au-c-x-h-a,Disease,Hội chứng đau cơ xơ hóa,,
D:b-nh-l-h-h-p,Disease,bệnh lý hô hấp,,
D:b-nh-m-ch-v-nh-kh-ng-n-nh,Disease,Bệnh mạch vành không ổn định,,
DR:nitroglycerin,Drug,nitroglycerin,,
D:ng-ng-tu-n-ho-n,Disease,ngưng tuần hoàn,,
PR:th-thu-t,Procedure,thủ thuật,,
CS:x-u,ClinicalSign,xỉu,,
DR:oxy,Drug,oxy,,
M:kho-ng-c-ch-i-b-6-ph-t,Measurement,Khoảng cách đi bộ 6 phút,,
M:ch-t-l-ng-cu-c-s-ng,Measurement,chất lượng cuộc sống,,
CS:tri-u-ch-ng-trong-l-ng-ng-c,ClinicalSign,triệu chứng trong lồng ngực,,
CS:tri-u-ch-ng-ph-i,ClinicalSign,triệu chứng phổi,,
CS:ti-ng-hu-t-s-o,ClinicalSign,tiếng huýt sáo,,
D:vi-m-m-ch-d-ng-th-p,Disease,Viêm mạch dạng thấp,,
AS:v-ch-ph-nang,AnatomicalSite,vách phế nang,,
D:r-i-lo-n-ch-c-n-ng-ph-i-ti-n-tri-n,Disease,rối loạn chức năng phổi tiến triển,,
CS:t-ng-ch-c-n-ng-gan,ClinicalSign,tăng chức năng gan,,
IF:t-n-th-ng-gi-m-t-tr-ng,ImagingFinding,tổn thương giảm tỷ trọng,,
D:vi-m-gan-u-h-t,Disease,viêm gan u hạt,,
D:vi-m-a-kh-p-c-p-t-nh,Disease,viêm đa khớp cấp tính,,
D:h-ng-ban-n-t,Disease,hồng ban nút,,
IF:h-ch-r-n-ph-i-l-n,ImagingFinding,hạch rốn phổi lớn,,
D:h-i-ch-ng-l-fgren,Disease,hội chứng Löfgren,,
CS:gi-m-b-ch-c-u-lympho,ClinicalSign,giảm bạch cầu lympho,,
IF:th-m-nhi-m-t-y-x-ng,ImagingFinding,thâm nhiễm tủy xương,,
D:c-ng-l-ch,Disease,cường lách,,
D:h-ng-ban-n-t,Disease,Hồng ban nút,,
CS:n-t,ClinicalSign,nốt đỏ,,
CS:vi-m-kh-p,ClinicalSign,viêm khớp,,
D:b-nh-th-n-m-n-t-nh,Disease,Bệnh thận mãn tính,,
D:b-nh-th-n-kinh-s,Disease,Bệnh thần kinh sọ,,
AS:d-y-th-n-kinh-th-7,AnatomicalSite,dây thần kinh thứ 7,,
D:li-t-th-n-kinh-m-t,Disease,liệt thần kinh mặt,,
AS:d-y-th-n-kinh-th-t-m,AnatomicalSite,dây thần kinh thứ tám,,
CS:m-t-th-nh-gi-c,ClinicalSign,mất thính giác,,
D:b-nh-l-th-n-kinh-th-gi-c,Disease,Bệnh lý thần kinh thị giác,,
AS:m-t-ngo-i-bi-n,AnatomicalSite,mắt ngoại biên,,
D:b-nh-i-th-o-nh-t,Disease,Bệnh đái tháo nhạt,,
CS:ch-ng-n-nhi-u,ClinicalSign,chứng ăn nhiều,,
CS:b-o-ph,ClinicalSign,béo phì,,
D:r-i-lo-n-i-u-nhi-t,Disease,rối loạn điều nhiệt,,
CS:thay-i-sinh-d-c,ClinicalSign,thay đổi sinh dục,,
AS:v-ng-d-i-i,AnatomicalSite,vùng dưới đồi,,
D:vi-m-h-t-ni-m-m-c-xoang,Disease,Viêm hạt niêm mạc xoang,,
D:vi-m-xoang-d-ng,Disease,viêm xoang dị ứng,,
AS:tim-m-ch,AnatomicalSite,Tim mạch,,
D:r-i-lo-n-d-n-truy-n,Disease,Rối loạn dẫn truyền,,
D:t-t,Disease,đột tử,,
D:b-nh-c-tim-h-n-ch,Disease,bệnh cơ tim hạn chế,,
D:r-i-lo-n-ch-c-n-ng-c-nh,Disease,Rối loạn chức năng cơ nhú,,
D:vi-m-m-ng-ngo-i-tim,Disease,viêm màng ngoài tim,,
AS:c-quan,AnatomicalSite,Cơ quan,,
M:t-n-su-t,Measurement,Tần suất,,
M:c-t-nh,Measurement,ước tính,,
CS:b-nh-lu-n,ClinicalSign,Bình luận,,
D:b-nh-c-tim-ph-i,Disease,bệnh cơ tim phì đại,,
D:vi-m-tuy-n-mang-tai,Disease,Viêm tuyến mang tai,,
RF:xerostomia,RiskFactor,xerostomia,,
D:h-i-ch-ng-heerfordt,Disease,Hội chứng Heerfordt,,
CS:s-ng-tuy-n-n-c-b-t-mang-tai-2-b-n,ClinicalSign,sưng tuyến nước bọt mang tai 2 bên,,
D:t-a-mi-ng,Disease,Tưa miệng,,
D:suy-th-y-tr-c-tuy-n-y-n,Disease,suy thùy trước tuyến yên,,
D:suy-tuy-n-th-ng-th-n-th-ph-t,Disease,Suy tuyến thượng thận thứ phát,,
D:systemic-sclerosis-associated-interstitial-lung-disease,Disease,Systemic sclerosis-associated interstitial lung disease,,
IF:b-lines,ImagingFinding,B-lines,,
D:interstitial-lung-diseases,Disease,interstitial lung diseases,,
CS:desaturation-during-a-6-minute-walk-test,ClinicalSign,desaturation during a 6-minute walk test,,
D:connective-tissue-disease-ild-ctd-ild,Disease,Connective-Tissue Disease ILD (CTD-ILD),,
D:interstitial-pneumonia-with-autoimmune-features-ipaf,Disease,Interstitial Pneumonia with Autoimmune Features (IPAF),,
D:idiopathic-interstitial-lung-disease,Disease,Idiopathic Interstitial Lung Disease,,
DR:omeprazole,Drug,Omeprazole,,
D:interstitial-lung-diseases,Disease,Interstitial Lung Diseases,,
PR:lung-transplant,Procedure,Lung Transplant,,
D:pulmonary-fibrosis,Disease,Pulmonary Fibrosis,,
D:idiopathic-nonspecific-interstitial-pneumonia,Disease,Idiopathic Nonspecific Interstitial Pneumonia,,
D:respiratory-bronchiolitis,Disease,Respiratory bronchiolitis,,
D:desquamative-interstitial-pneumonia,Disease,desquamative interstitial pneumonia,,
D:rheumatoid-arthritis,Disease,rheumatoid arthritis,,
D:polymyositis,Disease,Polymyositis,,
D:myositis,Disease,myositis,,
D:systemic-lupus-erythematosus,Disease,Systemic Lupus Erythematosus,,
D:interstitial-pneumonia,Disease,interstitial pneumonia,,
D:connective-tissue-diseases,Disease,connective tissue diseases,,
D:adult-pulmonary-langerhans-cell-histiocytosis,Disease,Adult pulmonary Langerhans' cell histiocytosis,,
D:pulmonary-langerhans-cell-histiocytosis,Disease,Pulmonary Langerhans Cell Histiocytosis,,
D:bronchogenic-carcinoma,Disease,Bronchogenic Carcinoma,,
PR:bronchoalveolar-lavage,Procedure,Bronchoalveolar lavage,,
D:pulmonary-alveolar-proteinosis,Disease,pulmonary alveolar proteinosis,,
D:pulmonary-sarcoidosis,Disease,pulmonary sarcoidosis,,
PR:lung-transplantation,Procedure,lung transplantation,,
IM:high-resolution-chest-computed-tomography,ImagingModality,High- Resolution Chest Computed Tomography,,
PR:transbronchial-lung-biopsy,Procedure,Transbronchial Lung Biopsy,,
D:pleural-disease,Disease,Pleural Disease,,
D:acute-eosinophilic-pneumonia,Disease,Acute eosinophilic pneumonia,,
D:acute-eosinophilic-pneumonia,Disease,acute eosinophilic pneumonia,,
D:chronic-eosinophilic-pneumonia,Disease,chronic eosinophilic pneumonia,,
D:eosinophilic-pneumonia,Disease,eosinophilic pneumonia,,
D:lymphocytic-interstitial-pneumonia,Disease,Lymphocytic Interstitial Pneumonia,,
DR:steroid,Drug,steroid,,
TR:antiretroviral-therapy,Treatment,antiretroviral therapy,,
D:fibrotic-lung-disease,Disease,fibrotic lung disease,,
TR:antifibrotic-therapy,Treatment,Antifibrotic therapy,,
D:di-ch-ng-ph-i-sau-covid-19,Disease,Di chứng phổi sau COVID-19,,
D:nhi-m-khu-n-h-h-p-m-n-t-nh,Disease,Nhiễm khuẩn hô hấp mạn tính,,
D:vi-m-ph-i-k-ti-n-tri-n-nhanh,Disease,Viêm phổi kẽ tiến triển nhanh,,
D:nhi-m-cryptococcus,Disease,Nhiễm Cryptococcus,,
IF:t-n-th-ng-d-ng-d-i,ImagingFinding,tổn thương dạng dải,,
M:suy-gi-m-dlco,Measurement,suy giảm DLCO,,
D:di-ch-ng-ph-i-sau-covid-19,Disease,di chứng phổi sau COVID-19,,
D:di-ch-ng-ph-i,Disease,di chứng phổi,,
D:h-u-covid-19,Disease,hậu covid-19,,
CS:m-t-t-p-trung,ClinicalSign,mất tập trung,,
CS:tim-p-nhanh,ClinicalSign,tim đập nhanh,,
CS:thay-i-kh-u-gi-c-v-gi-c,ClinicalSign,thay đổi khứu giác vị giác,,
D:t-nh-tr-ng-sau-covid-19,Disease,tình trạng sau COVID-19,,
CS:r-i-lo-n-ch-c-n-ng-nh-n-th-c,ClinicalSign,rối loạn chức năng nhận thức,,
IF:t-n-th-ng-x-ph-i,ImagingFinding,tổn thương xơ phổi,,
D:vi-m-ph-i-do-virus,Disease,viêm phổi do virus,,
RF:th-i-gian-n-m-vi-n-k-o-d-i,RiskFactor,thời gian nằm viện kéo dài,,
CS:h-n-ch-kh-n-ng-ho-t-ng-th-l-c,ClinicalSign,hạn chế khả năng hoạt động thể lực,,
D:b-nh-ph-i-sau-covid-19,Disease,bệnh phổi sau COVID-19,,
IF:k-nh-m-hai-b-n,ImagingFinding,kính mờ hai bên,,
IF:gi-n-nh-ph-qu-n,ImagingFinding,giãn nhẹ phế quản,,
D:x-ph-i-ti-n-tri-n-sau-covid-19,Disease,xơ phổi tiến triển sau COVID-19,,
CS:suy-gi-m-ho-t-ng-th-l-c,ClinicalSign,suy giảm hoạt động thể lực,,
IF:t-n-th-ng-d-ng-d-i-nhu-m-s-t-m-ng-ph-i,ImagingFinding,tổn thương dạng dải ở nhu mô sát màng phổi,,
D:x-ph-i-sau-covid-19,Disease,xơ phổi sau COVID-19,,
RF:gi-i-t-nh-nam,RiskFactor,giới tính nam,,
RF:b-nh-ng-m-c,RiskFactor,bệnh đồng mắc,,
RF:th-i-gian-n-m-vi-n,RiskFactor,thời gian nằm viện,,
SV:m-c-nghi-m-tr-ng-c-a-b-nh,Severity,mức độ nghiêm trọng của bệnh,,
D:vi-m-ph-i-do-sars-cov-2,Disease,Viêm phổi do SARS-CoV-2,,
CS:suy-gi-m-dlco,ClinicalSign,Suy giảm DLCO,,
RF:gi-i-t-nh-n,RiskFactor,Giới tính nữ,,
LT:d-dimer-m-u-cao,LabTest,D-Dimer máu cao,,
IF:thuy-n-t-c-ph-i,ImagingFinding,Thuyên tắc phổi,,
D:vi-m-ph-i-covid-19,Disease,viêm phổi COVID-19,,
D:bi-n-ch-ng-ph-i-sau-covid-19,Disease,Biến chứng phổi sau COVID-19,,
AS:n-v-ch-m-s-c-c-bi-t,AnatomicalSite,Đơn vị chăm sóc đặc biệt,,
AS:n-v-h-i-s-c,AnatomicalSite,Đơn vị hồi sức,,
CS:ph-thu-c-k-o-d-i-v-o-oxy-d-ng-cao,ClinicalSign,Phụ thuộc kéo dài vào oxy dòng cao,,
PR:th-ng-kh-p-l-c-d-ng,Procedure,Thông khí áp lực dương,,
PR:th-ng-kh-kh-ng-x-m-l-n-bipap,Procedure,Thông khí không xâm lấn BIPAP,,
CS:tri-u-ch-ng-sau-covid-19,ClinicalSign,Triệu chứng sau COVID-19,,
TR:y-u-c-u-oxy,Treatment,Yêu cầu oxy,,
D:suy-nh-c-c-th,Disease,Suy nhược cơ thể,,
D:r-i-lo-n-c-ng-th-ng-sau-sang-ch-n,Disease,Rối loạn căng thẳng sau sang chấn,,
IF:t-n-th-ng-tr-n-x-quang,ImagingFinding,Tổn thương trên X-quang,,
LT:ki-m-tra-ch-c-n-ng-h-h-p,LabTest,Kiểm tra chức năng hô hấp,,
LT:test-i-b-6-ph-t,LabTest,Test đi bộ 6 phút,,
IM:msct-m-ch-ph-i,ImagingModality,MSCT mạch phổi,,
CS:h-n-ch-ho-t-ng-th-l-c,ClinicalSign,Hạn chế hoạt động thể lực,,
CS:suy-gi-m-ch-c-n-ng-h-h-p,ClinicalSign,Suy giảm chức năng hô hấp,,
D:di-ch-ng-ph-i,Disease,Di chứng phổi,,
D:long-covid,Disease,Long covid,,
D:lung-complications,Disease,Lung Complications,,
D:covid-19-pneumonia,Disease,COVID-19 pneumonia,,
IM:chest-ct,ImagingModality,Chest CT,,
D:covid-19-pneumonia,Disease,COVID-19 Pneumonia,,
IF:findings,ImagingFinding,findings,,
D:lung-fibrosis,Disease,Lung Fibrosis,,
D:long-covid-19-pulmonary-sequelae,Disease,Long COVID-19 Pulmonary Sequelae,,
D:pulmonary-sequelae,Disease,Pulmonary sequelae,,
CS:shortness-of-breath,ClinicalSign,shortness of breath,,
CS:persistent-cough,ClinicalSign,persistent cough,,
CS:chest-pain,ClinicalSign,chest pain,,
CS:impaired-pulmonary-function,ClinicalSign,impaired pulmonary function,,
CS:limited-physical-activity,ClinicalSign,limited physical activity,,
IF:ground-glass-opacities,ImagingFinding,ground glass opacities,,
IF:reticular-opacities,ImagingFinding,reticular opacities,,
M:decreased-dlco,Measurement,decreased DLCO,,
D:pulmonary-sequelae,Disease,pulmonary sequelae,,
D:b-nh-ph-i-m-n-t-nh-giai-o-n-cu-i,Disease,bệnh phổi mạn tính giai đoạn cuối,,
PR:gh-p-hai-ph-i,Procedure,ghép hai phổi,,
D:b-nh-ph-i-m-n-t-nh-giai-o-n-cu-i,Disease,Bệnh phổi mãn tính giai đoạn cuối,,
PR:gh-p-tim,Procedure,Ghép tim,,
PR:gh-p-tim-ph-i,Procedure,Ghép tim-phổi,,
D:ung-th-ph-i-giai-o-n-cu-i,Disease,Ung thư phổi giai đoạn cuối,,
D:b-nh-b-i-ph-i-silic,Disease,Bệnh bụi phổi Silic,,
D:th-ng-s-n-nh-th-t,Disease,Thông sàn nhĩ thất,,
D:t-ng-p-l-c-ng-m-ch-ph-i-nguy-n-ph-t,Disease,Tăng áp lực động mạch phổi nguyên phát,,
D:x-nang-ph-i,Disease,Xơ nang phổi,,
PR:gh-p-m-t-ph-i,Procedure,Ghép một phổi,,
PR:gh-p-kh-i-tim-ph-i,Procedure,ghép khối tim-phổi,,
D:b-nh-ph-i-giai-o-n-cu-i,Disease,bệnh phổi giai đoạn cuối,,
D:b-nh-ph-i-giai-o-n-n-ng,Disease,Bệnh phổi giai đoạn nặng,,
D:b-nh-x-nang-ph-i-cf,Disease,Bệnh xơ nang phổi (CF),,
D:gi-n-ph-nang-do-thi-u-h-t-alpha-1-antitrypsin-a1atd,Disease,Giãn phế nang do thiếu hụt alpha 1 antitrypsin (A1ATD),,
D:t-ng-p-ng-m-ch-ph-i-pah,Disease,Tăng áp động mạch phổi (PAH),,
D:b-nh-sacoit-giai-o-n-cu-i,Disease,Bệnh sacoit giai đoạn cuối,,
D:lam-lymphangioleio-myomatosis,Disease,LAM (Lymphangioleio myomatosis),,
D:b-nh-u-m-b-o-langerhans-c-a-ph-i,Disease,Bệnh u mô bào Langerhans của phổi,,
D:b-nh-ph-i-t-c-ngh-n,Disease,Bệnh phổi tắc nghẽn,,
M:fev1-35,Measurement,FEV1 < 35%,,
M:pao2-fio2-300,Measurement,PaO2 / FiO2 < 300,,
M:paco2-m-u-50-mmhg,Measurement,PaCO2 máu > 50 mmHg,,
M:p-l-c-ng-m-ch-ph-i-trung-b-nh-mpap-25mmh,Measurement,Áp lực động mạch phổi trung bình (mPAP) > 25mmH,,
SV:nyha-iii-iv,Severity,NYHA III-IV,,
M:t-m-nh-ph-i-c-p-l-c-15-mmhg,Measurement,Tâm nhĩ phải có áp lực > 15 mmHg,,
M:mpap-25mmhg,Measurement,mPAP > 25mmHg,,
M:ch-s-tim-2-5-l-ph-t-m2,Measurement,"Chỉ số tim < 2,5 l / phút / m2",,
D:r-i-lo-n-suy-gi-m-mi-n-d-ch,Disease,Rối loạn suy giảm miễn dịch,,
D:x-nang-ph-i-cf,Disease,xơ nang phổi (CF),,
D:xu-t-huy-t-ph-qu-n,Disease,xuất huyết phế quản,,
D:b-nh-m-b-o-ph-i-langerhas,Disease,bệnh mô bào phổi Langerhas,,
D:vi-m-ph-i-c-p,Disease,viêm phổi cấp,,
D:nhi-m-vi-khu-n-lao,Disease,Nhiễm vi khuẩn lao,,
D:d-d-ng-c-t-s-ng,Disease,Dị dạng cột sống,,
D:d-d-ng-l-ng-ng-c,Disease,Dị dạng lồng ngực,,
CS:h-n-ch-h-h-p,ClinicalSign,Hạn chế hô hấp,,
M:bmi-35-kg-m2,Measurement,BMI ≥35 kg/m2,,
SV:b-o-b-u-n-ng,Severity,béo bệu nặng,,
PTH:hcv,Pathogen,HCV,,
D:b-nh-ph-i-do-thi-u-h-t-enym-anpha1-antitrypsin,Disease,bệnh phổi do thiếu hụt enym anpha1-antitrypsin,,
D:b-nh-ph-i-nhi-m-tr-ng,Disease,Bệnh phổi nhiễm trùng,,
PR:ph-u-thu-t-gh-p-hai-ph-i,Procedure,Phẫu thuật ghép hai phổi,,
AS:m-ng-c-hai-b-n,AnatomicalSite,mở ngực hai bên,,
PR:m-y-tim-ph-i-nh-n-t-o,Procedure,Máy tim phổi nhân tạo,,
PR:ltx,Procedure,LTx,,
D:vi-m-ph-i-m-k,Disease,Viêm phổi mô kẽ,,
D:thi-u-h-t-men-anpha-1-antitrypsin,Disease,Thiếu hụt men anpha-1 antitrypsin,,
D:t-ng-p-ph-i-v-c-n,Disease,Tăng áp phổi vô căn,,
D:sarcoidose,Disease,Sarcoidose,,
D:vi-m-t-c-ph-qu-n,Disease,Viêm tắc phế quản,,
RF:y-u-t-nguy-c-cao,RiskFactor,Yếu tố nguy cơ cao,,
D:suy-ch-c-n-ng-m-nh-gh-p-nguy-n-ph-t-primary-graft-dysfunction-pgd,Disease,Suy chức năng mảnh ghép nguyên phát (primary graft dysfunction – PGD),,
D:t-n-th-ng-c-p-t-nh-c-a-ph-nang-lan-t-a,Disease,Tổn thương cấp tính của phế nang lan tỏa,,
D:nhi-m-tr-ng-ph-i-gh-p,Disease,Nhiễm trùng phổi ghép,,
